review_id,industry_type,review_category,review_text,sentiment_label,source,contributor
190,大手製造業,給与,残業代が全額支給される上にボーナスも年2回しっかり出るため、入社前の想定より手取りが多く満足している。,positive,synthetic,teacher
191,大手製造業,給与,年功序列が強く、若手のうちはいくら頑張っても給与がほとんど上がらない。,negative,synthetic,teacher
192,大手製造業,給与,大手の看板を掲げているわりに、同業他社と比べて基本給が明らかに低いと感じる。,negative,synthetic,teacher
193,大手製造業,給与,ボーナスは業績連動と聞いていたが、実際は会社が黒字でも微々たる額しか支給されなかった。,negative,synthetic,teacher
194,大手製造業,給与,残業代はきちんと出るものの、基本給が低すぎて手取りに満足できない。,negative,synthetic,teacher
195,大手製造業,給与,入社10年経ってもほとんど昇給がなく、モチベーションが上がらない。,negative,synthetic,teacher
196,大手製造業,給与,転勤や夜勤も多いのに、それに見合った給与が全く反映されていない。,negative,synthetic,teacher
197,大手製造業,給与,物価が上がっているのに賃上げはほぼゼロで、生活がじわじわ苦しくなっている。,negative,synthetic,teacher
198,大手製造業,給与,給与体系が複雑で、何をどう頑張れば上がるのかが全く見えてこない。,negative,synthetic,teacher
199,大手製造業,給与,残業が多い割に基本給が低く、同業他社と比べても明らかに見劣りする水準で、長く働き続けるモチベーションが保てない。,negative,synthetic,teacher
200,大手製造業,給与,年功序列の色が強く、成果を出しても給与への反映がほとんどなく、若手が報われない仕組みになっていると感じる。,negative,synthetic,teacher
201,大手製造業,給与,基本給は同業他社と比べて大きく劣るわけではないが、昇給ペースが遅く、年齢を重ねても思ったほど上がらないと感じることがある。,neutral,synthetic,teacher
202,大手製造業,給与,ボーナスは業績次第で大きく変動するため、年収が読みにくく、生活設計が立てづらい面もある。,neutral,synthetic,teacher
203,大手製造業,給与,残業代はきちんと支給されるので手取りはそれなりだが、残業ありきの給与体系になっている気がしなくもない。,neutral,synthetic,teacher
204,大手製造業,給与,世間一般の大手水準と比べると悪くはないが、仕事の責任の重さに見合っているかと問われると微妙なところだ。,neutral,synthetic,teacher
205,大手製造業,給与,新卒の初任給は標準的で特に不満はなかったが、中堅になっても給与の伸びが緩やかで複雑な心境になる。,neutral,synthetic,teacher
206,大手製造業,給与,定期昇給制度はあるものの上げ幅が小さく、物価上昇を考えると実質的に上がっているのかどうかよくわからない。,neutral,synthetic,teacher
207,大手製造業,給与,部門や担当する製品ラインによって評価に差が出ることがあり、同期でも給与に開きが生まれるのが何とも言えない。,neutral,synthetic,teacher
208,大手製造業,給与,福利厚生が充実している分、現金給与は抑えられている印象で、トータルで見ると悪くないとも言えるし物足りないとも感じる。,neutral,synthetic,teacher
209,大手製造業,給与,基本給は業界水準並みだが、残業代込みでようやく生活できる水準になるという現実は否めない。,neutral,synthetic,teacher
210,大手製造業,給与,昇給は毎年あるものの微々たるもので、頑張りが給与に反映されているのかどうか正直よくわからない。,neutral,synthetic,teacher
211,大手製造業,成長,入社後すぐにOJTで現場を経験でき、技術的なスキルが着実に身についていると実感している。,positive,synthetic,teacher
212,大手製造業,成長,若手にも裁量が与えられる環境で、半年でプロジェクトリーダーを任され大きく成長できた。,positive,synthetic,teacher
213,大手製造業,成長,社内の技術研修制度が充実しており、自分のペースで専門知識を深められる点がありがたい。,positive,synthetic,teacher
214,大手製造業,成長,ベテランの社員から直接指導を受ける機会が多く、現場の知恵を吸収しながら着実にスキルアップできている。,positive,synthetic,teacher
215,大手製造業,成長,改善提案を積極的に受け入れてもらえる文化があり、自分のアイデアを実践しながら成長を感じられる。,positive,synthetic,teacher
216,大手製造業,成長,製造ラインの幅広い工程を経験させてもらえるため、エンジニアとして視野が広がったと感じる。,positive,synthetic,teacher
217,大手製造業,成長,資格取得支援制度を活用して国家資格を取得でき、自分の市場価値が上がっているのを実感している。,positive,synthetic,teacher
218,大手製造業,成長,上司との定期的な面談を通じてキャリアの方向性を一緒に考えてもらえるので、目標に向かって着実に成長できる環境だと思う。,positive,synthetic,teacher
219,大手製造業,成長,資格取得支援制度が充実しており、入社3年で技術士補の資格を会社のサポートを受けながら取得できた。,positive,synthetic,teacher
220,大手製造業,成長,ジョブローテーションで設計・製造・品質管理と幅広い部署を経験できるため、エンジニアとして着実にスキルの幅が広がっていると実感している。,positive,synthetic,teacher
221,大手製造業,成長,年功序列が根強く、どれだけ成果を出しても若手のうちは正当に評価されない。会社として人を育てる気があるのか、疑問を感じ続けた3年間だった。,negative,synthetic,teacher
222,大手製造業,成長,同じ工程を何年も繰り返すだけで、新しい技術や知識を身につける機会がほとんど与えられない。,negative,synthetic,teacher
223,大手製造業,成長,研修制度は一応あるが内容が古く形式的で、現場で本当に役立つスキルが磨ける環境とは言いがたい。,negative,synthetic,teacher
224,大手製造業,成長,新しいことに挑戦しようとしても、承認が何段階も必要なため結局は前例踏襲に落ち着いてしまう。,negative,synthetic,teacher
225,大手製造業,成長,社内公募制度はあるものの、上司の許可が得られなければ応募すら難しく、自発的なキャリアチェンジは事実上困難だ。,negative,synthetic,teacher
226,大手製造業,成長,若手が会議で意見を出しても黙殺されることが多く、成長につながる仕事を任せてもらえる気配がない。,negative,synthetic,teacher
227,大手製造業,成長,配属先がほぼ固定されたまま数年が過ぎ、このままでは社外でも通用するスキルが何も残らないと焦りを感じ始めた。,negative,synthetic,teacher
228,大手製造業,成長,安定した大企業という看板の裏側で変化が乏しく、自分が止まったまま時間だけが流れていく感覚がある。,negative,synthetic,teacher
229,大手製造業,成長,年功序列が根強く、若手がいくら成果を出しても評価に反映されないため、スキルアップのモチベーションが続かない。,negative,synthetic,teacher
230,大手製造業,成長,OJTは名ばかりで先輩社員も忙しく、入社後しばらくは放置される状態が続き、自己成長の機会をつかむのが難しかった。,negative,synthetic,teacher
231,大手製造業,成長,研修制度は整っているが、実際に成長を実感できるかは配属先の上司次第というのが正直なところだ。,neutral,synthetic,teacher
232,大手製造業,成長,大規模なプロジェクトに携わる機会はあるものの、担当範囲が細分化されており、専門性が深まる一方で視野が狭まる感覚もある。,neutral,synthetic,teacher
233,大手製造業,成長,ジョブローテーションで幅広い経験は積めるが、一つの分野を極めたい人にとっては少々もどかしさを覚える仕組みでもある。,neutral,synthetic,teacher
234,大手製造業,成長,数年単位で振り返ると着実にスキルは身についているが、若いうちにもっとスピード感を持って成長したかったというのが本音だ。,neutral,synthetic,teacher
235,大手製造業,成長,技術力を磨ける環境ではあるが、それが昇進やキャリアアップに直結するかと言えば、必ずしもそうとは言い切れない。,neutral,synthetic,teacher
236,大手製造業,成長,社内研修のラインナップは豊富なものの、繁忙期と重なると受講できないケースが多く、計画通りに学べるとは限らない。,neutral,synthetic,teacher
237,大手製造業,成長,長く働けば一定の成長はできると思うが、業界全体として変化のペースが緩やかで、刺激を求める人には物足りなく映るかもしれない。,neutral,synthetic,teacher
238,大手製造業,成長,成長の実感は持てるものの、それを活かせるポストが社内に十分に用意されているかどうかは、また別の問題だと感じている。,neutral,synthetic,teacher
239,大手製造業,成長,研修制度は整っているが、実際にスキルを伸ばせるかどうかは配属先の部署や上司次第で、当たり外れが大きい。,neutral,synthetic,teacher
240,大手製造業,成長,長く働けば社内での立場は上がっていくものの、業務が細分化されているため、幅広い経験を積むというよりは特定分野の専門性に偏りやすい。,neutral,synthetic,teacher
241,大手製造業,社風,ものづくりへの誇りが社員全体に根付いており、部署を越えて協力し合う雰囲気が自然と生まれている。,positive,synthetic,teacher
242,大手製造業,社風,長期的な視点で事業を考える文化が浸透しており、焦らず着実に成長できる環境が整っている。,positive,synthetic,teacher
243,大手製造業,社風,現場の意見が経営層にも届きやすく、風通しの良さを入社後すぐに実感した。,positive,synthetic,teacher
244,大手製造業,社風,チームワークを重んじる社風で、困ったときに周囲が自然と手を差し伸べてくれる場面が多い。,positive,synthetic,teacher
245,大手製造業,社風,技術を磨くことへの敬意が社内に根付いており、専門性を高めようとする姿勢が評価される文化がある。,positive,synthetic,teacher
246,大手製造業,社風,新しいことに挑戦する際も上司や同僚がサポートしてくれるため、安心して業務に取り組める雰囲気だ。,positive,synthetic,teacher
247,大手製造業,社風,堅実さと誠実さを大切にする企業風土があり、地に足のついた仕事ができると感じている。,positive,synthetic,teacher
248,大手製造業,社風,部門間の連携が活発で、製造・開発・営業が一丸となってプロジェクトを進める一体感が心地よい。,positive,synthetic,teacher
249,大手製造業,社風,風通しの良い職場で、部署を超えた横のつながりも強く、困ったときに声をかけやすい雰囲気が根付いている。,positive,synthetic,teacher
250,大手製造業,社風,長年の歴史がある会社ながら、現場からの改善提案を積極的に取り上げる土壌があり、働いていて誇りを感じられる。,positive,synthetic,teacher
251,大手製造業,社風,古い体質が根強く残っており、上司の意見に反論することは暗黙のうちに禁じられている雰囲気がある。,negative,synthetic,teacher
252,大手製造業,社風,年功序列が徹底されていて、若手がいくら成果を出しても評価される文化がまったく育っていない。,negative,synthetic,teacher
253,大手製造業,社風,部署間の縦割りが激しく、他部門との連携を取ろうとすると途端に話が進まなくなる。,negative,synthetic,teacher
254,大手製造業,社風,形式的な報告書や承認フローが多すぎて、本来の業務より社内調整に費やす時間のほうが長い。,negative,synthetic,teacher
255,大手製造業,社風,変化を嫌う風土が強く、新しいやり方を提案しても『前例がない』の一言で片付けられてしまう。,negative,synthetic,teacher
256,大手製造業,社風,現場の意見が経営層にまったく届いておらず、上からの方針が一方的に降りてくるだけで議論の余地がない。,negative,synthetic,teacher
257,大手製造業,社風,飲み会への参加が半ば義務化されており、断ると翌日から微妙に態度が変わる人が一定数いる。,negative,synthetic,teacher
258,大手製造業,社風,コンプライアンス研修は充実しているが、実態は声の大きい古参社員の慣習が優先される場面が多い。,negative,synthetic,teacher
259,大手製造業,社風,年功序列の風土が根強く、若手の意見がどれだけ的を射ていても上司の鶴の一声でひっくり返されることが多い。,negative,synthetic,teacher
260,大手製造業,社風,部署間の縦割り意識が強く、他部門と連携しようとすると何かと壁があり、社内調整だけで疲弊してしまう。,negative,synthetic,teacher
261,大手製造業,社風,年功序列の文化が根強く残っており、安定感はあるが若手が意見を通しにくい面もある。,neutral,synthetic,teacher
262,大手製造業,社風,部署によって雰囲気がかなり異なるため、配属先次第で職場環境の評価は大きく変わりそうだ。,neutral,synthetic,teacher
263,大手製造業,社風,伝統を大切にする社風は安心感を与えてくれる一方、変化への対応が遅いと感じることも少なくない。,neutral,synthetic,teacher
264,大手製造業,社風,チームワークを重んじる文化は良いと思うが、個人の裁量が限られている点が窮屈に映ることもある。,neutral,synthetic,teacher
265,大手製造業,社風,上下関係はしっかりしていて規律があるが、それが働きやすさにつながるかどうかは人によって分かれる。,neutral,synthetic,teacher
266,大手製造業,社風,保守的な雰囲気が安定をもたらしている反面、新しいことに挑戦しようとすると壁を感じる場面がある。,neutral,synthetic,teacher
267,大手製造業,社風,真面目に働く人が多く職場の雰囲気は悪くないが、かといって活気があるとも言いにくい。,neutral,synthetic,teacher
268,大手製造業,社風,現場によって文化の浸透度が違い、同じ会社とは思えないほど雰囲気が異なることがある。,neutral,synthetic,teacher
269,大手製造業,社風,伝統を重んじる風土は安心感もあるが、変化を求める人には息苦しく感じる場面も少なくない。,neutral,synthetic,teacher
270,大手製造業,社風,現場によって雰囲気がかなり異なり、配属先次第で働きやすさが大きく変わるという印象を受けた。,neutral,synthetic,teacher
271,大手製造業,人間関係,部署を越えた協力体制が整っており、困ったときは先輩社員が親身になって相談に乗ってくれる文化が根付いている。,positive,synthetic,teacher
272,大手製造業,人間関係,長く勤めるベテランの方々も気さくで、入社直後から職場に溶け込みやすかった。,positive,synthetic,teacher
273,大手製造業,人間関係,製造ラインでは互いに助け合う雰囲気が自然と醸成されており、チームとしての一体感を日々感じられる。,positive,synthetic,teacher
274,大手製造業,人間関係,上司との距離感が程よく、業務上の相談だけでなく、キャリアについても率直に話せる関係性が築けた。,positive,synthetic,teacher
275,大手製造業,人間関係,同期入社のメンバーとの絆が強く、部署が違っても声をかけ合える仲間がいることが励みになっている。,positive,synthetic,teacher
276,大手製造業,人間関係,現場リーダーが一人ひとりの状況をきちんと把握してくれているため、無理なく働ける環境が整っている。,positive,synthetic,teacher
277,大手製造業,人間関係,異なる工程を担う社員同士が定期的に情報共有する習慣があり、職場全体の風通しの良さにつながっている。,positive,synthetic,teacher
278,大手製造業,人間関係,年齢や役職に関係なく意見を言いやすい雰囲気があり、新入りの提案でも真剣に受け止めてもらえた。,positive,synthetic,teacher
279,大手製造業,人間関係,部署を超えたプロジェクトでも先輩社員が親身にサポートしてくれるため、新しい環境でも馴染みやすかった。,positive,synthetic,teacher
280,大手製造業,人間関係,ベテランと若手が一緒にラインに立つ文化が根付いており、技術の引き継ぎが自然とできる雰囲気がある。,positive,synthetic,teacher
281,大手製造業,人間関係,年功序列が根強く、若手が意見を言える雰囲気はほとんどない。上司の顔色を読みながら仕事をするのが当たり前になっていて、精神的に消耗する。,negative,synthetic,teacher
282,大手製造業,人間関係,部署間の壁が厚く、ちょっとした協力を依頼するだけでも面倒な根回しが必要で、社内の人間関係に振り回される日々が続いた。,negative,synthetic,teacher
283,大手製造業,人間関係,長年勤めているベテラン社員同士の派閥があり、新入りはどちらにも気を遣わなければならず、非常に居心地が悪かった。,negative,synthetic,teacher
284,大手製造業,人間関係,他部署から異動してきた人間には明らかに冷たく、馴染むまでに相当な時間がかかった。歓迎される雰囲気は皆無に近い。,negative,synthetic,teacher
285,大手製造業,人間関係,直属の上司がひいきを公然とするタイプで、評価される人と干される人がはっきり分かれており、チームとしての連帯感はほぼ感じられなかった。,negative,synthetic,teacher
286,大手製造業,人間関係,製造現場と事務方の対立意識が根深く、連携が必要な場面でも互いに非協力的で、仕事が進まないことが多かった。,negative,synthetic,teacher
287,大手製造業,人間関係,陰で人の悪口を言う文化が残っており、誰が何を言ったかすぐ広まるため、職場での会話に常に気を遣う必要があった。,negative,synthetic,teacher
288,大手製造業,人間関係,指導係のベテランは質問しても素っ気なく、周囲の先輩たちも忙しいふりをして関わろうとしないため、孤立した状態で仕事を覚えるしかなかった。,negative,synthetic,teacher
289,大手製造業,人間関係,上司によって態度がまったく違い、気に入られていない社員は会議でも発言を無視されることが多く、チームワークとは程遠い雰囲気です。,negative,synthetic,teacher
290,大手製造業,人間関係,年功序列が根強く、若手が提案しても古参社員に潰されるため、職場内の人間関係は表面上は穏やかでも底流に緊張感が漂っている。,negative,synthetic,teacher
291,大手製造業,人間関係,部署によって雰囲気が全然違い、配属先次第で居心地の良さが大きく変わる印象です。,neutral,synthetic,teacher
292,大手製造業,人間関係,上司との関係は可もなく不可もなく、特に仲が悪いわけではないが、距離感は常に保たれている。,neutral,synthetic,teacher
293,大手製造業,人間関係,長年勤めているベテラン社員と若手との間に見えない壁があり、うまくやれている人もいれば孤立している人もいる。,neutral,synthetic,teacher
294,大手製造業,人間関係,飲み会などの付き合いは昔よりずいぶん減ったが、その分プライベートと仕事の線引きが曖昧なままの関係も多い。,neutral,synthetic,teacher
295,大手製造業,人間関係,同じラインで働く仲間とは連帯感があるものの、他部署とはほとんど交流がなく、会社全体としての一体感は薄い。,neutral,synthetic,teacher
296,大手製造業,人間関係,上司は悪い人ではないが、相談しやすいかと聞かれると正直迷う。,neutral,synthetic,teacher
297,大手製造業,人間関係,社内の人間関係はおおむね穏やかだが、古株社員の影響力が強く、新入りが意見を言いにくい空気は否定できない。,neutral,synthetic,teacher
298,大手製造業,人間関係,チーム内の協力体制は整っているようで、いざというときには個人プレーになりがちな場面も少なくない。,neutral,synthetic,teacher
299,大手製造業,人間関係,現場の古参作業員はとっつきにくい印象だが、いざ困ったときは意外と助けてくれるので、距離感のつかみ方が難しい相手が多い。,neutral,synthetic,teacher
300,大手製造業,人間関係,部署異動があると人間関係をゼロから作り直す必要があり、前の職場の雰囲気が良かっただけに今のチームは可もなく不可もなくといった感じ。,neutral,synthetic,teacher
301,総合商社,残業,繁忙期はあるが、閑散期にしっかり休めるメリハリのある働き方ができている。,positive,synthetic,teacher
302,総合商社,残業,上司が残業を強制することはなく、定時に帰りやすい雰囲気が職場全体に根付いている。,positive,synthetic,teacher
303,総合商社,残業,部門によって差はあるが、働き方改革の取り組みが進んでおり、残業時間は以前より大幅に減った。,positive,synthetic,teacher
304,総合商社,残業,案件が大きくなる局面では残業が増えることもあるが、達成感があるので苦にならない。,positive,synthetic,teacher
305,総合商社,残業,フレックス制度が活用しやすく、残業が発生しても翌日に調整できるため、体力的な負担が少ない。,positive,synthetic,teacher
306,総合商社,残業,月の残業時間は平均20時間程度で、商社としては良い水準だと感じている。,positive,synthetic,teacher
307,総合商社,残業,チームで仕事を分担する文化があるため、特定の人に負荷が集中することなく、無理のない残業量に収まっている。,positive,synthetic,teacher
308,総合商社,残業,繁忙期でも残業代がきちんと支給されるので、働いた分が正当に評価されていると感じられる。,positive,synthetic,teacher
309,総合商社,残業,プロジェクトの繁忙期には残業が増えることもあるが、チーム全体でフォローし合う文化が根付いており、無駄な残業はほとんどない。,positive,synthetic,teacher
310,総合商社,残業,部署によって差はあるものの、近年は働き方改革が着実に浸透しており、以前と比べて定時退社できる日が明らかに増えた。,positive,synthetic,teacher
311,総合商社,残業,残業が常態化しており、定時に帰れる日はほとんどない。入社前に聞いていた「働き方改革」とは程遠い実態だった。,negative,synthetic,teacher
312,総合商社,残業,案件が動く時期は深夜まで残業が続き、体力的にかなりきつい。家族との時間がまったく取れず、転職を考え始めた。,negative,synthetic,teacher
313,総合商社,残業,残業代は支給されるものの、月80時間を超える月も珍しくなく、仕事とプライベートのバランスが完全に崩れている。,negative,synthetic,teacher
314,総合商社,残業,先輩が帰らないと帰りづらい雰囲気があり、実質的なサービス残業が積み重なる。制度と実態の乖離が大きいと感じた。,negative,synthetic,teacher
315,総合商社,残業,プロジェクトの締め切り前は終電帰りも当たり前で、有休もなかなか取れない。体が持つか不安になることもある。,negative,synthetic,teacher
316,総合商社,残業,海外案件を担当してからは時差の関係で早朝・深夜対応が増え、睡眠不足が慢性化している。,negative,synthetic,teacher
317,総合商社,残業,残業削減の目標数値は掲げられているが仕事量は変わらず、結局サービス残業で補うしかない状況が続いている。,negative,synthetic,teacher
318,総合商社,残業,若手のうちは断れない雰囲気のなかで残業をこなすことが暗黙の了解になっており、入社初年度から疲弊した。,negative,synthetic,teacher
319,総合商社,残業,案件が動き出すと土日関係なく連絡が入り、深夜まで対応が続くことも珍しくなく、プライベートの時間がほとんど確保できない。,negative,synthetic,teacher
320,総合商社,残業,繁忙期は終電で帰れれば良い方で、タクシー帰りが週に何度も続くような状況が常態化している。,negative,synthetic,teacher
321,総合商社,残業,部署や担当案件によって残業時間の差が大きく、自分の部署がたまたま少ないだけで全社的な傾向は把握しにくい。,neutral,synthetic,teacher
322,総合商社,残業,繁忙期は深夜まで続くことも珍しくないが、閑散期には定時で帰れる日もあり、年間を通じると可もなく不可もなくといった印象だ。,neutral,synthetic,teacher
323,総合商社,残業,残業が多いのは事実だが、その分仕事の規模や裁量が大きく、単純に多い少ないだけでは語れない側面がある。,neutral,synthetic,teacher
324,総合商社,残業,上司の方針次第で残業文化がまるで違うため、配属先のあたり外れという言葉が社内でもよく使われている。,neutral,synthetic,teacher
325,総合商社,残業,以前より改善されたとは聞くものの、プロジェクトの山場には結局それなりの時間を要し、劇的に変わったとは言いがたい。,neutral,synthetic,teacher
326,総合商社,残業,海外との時差対応でどうしても夜間対応が生じる一方、フレックスで調整できる部分もあり、一概に過酷とは言い切れない。,neutral,synthetic,teacher
327,総合商社,残業,残業代はきちんと出るため金銭的な不満はないが、時間そのものが失われる感覚は数字ではなかなか補えない。,neutral,synthetic,teacher
328,総合商社,残業,同期の話を聞くと部門ごとにかなり実態が異なるようで、入社前に想像していた商社像とはやや違うと感じている。,neutral,synthetic,teacher
329,総合商社,残業,残業は部署や時期によって大きく差があり、閑散期はほぼないが繁忙期は深夜まで続くこともあるため、一概に多い少ないとは言えない。,neutral,synthetic,teacher
330,総合商社,残業,月平均で見れば許容範囲内だと思うが、案件が重なると集中的に長時間になることもあり、平均値ではなかなか実態が見えにくい職場だと感じる。,neutral,synthetic,teacher
331,総合商社,給与,年収は同年代の友人と比べて明らかに高く、入社して良かったと感じる点のひとつです。,positive,synthetic,teacher
332,総合商社,給与,ボーナスが業績に連動しており、頑張った分だけ報酬に反映される仕組みが気に入っています。,positive,synthetic,teacher
333,総合商社,給与,商社らしく給与水準は業界内でも上位で、生活の安定という面では申し分ない待遇だと思います。,positive,synthetic,teacher
334,総合商社,給与,海外赴任手当をはじめ各種手当が充実しており、トータルの報酬パッケージには十分満足しています。,positive,synthetic,teacher
335,総合商社,給与,20代のうちから想定を上回る年収をいただけており、それがモチベーションの維持にもつながっています。,positive,synthetic,teacher
336,総合商社,給与,昇給のペースが安定していて、勤続年数とともに着実に収入が上がっていくのを実感できます。,positive,synthetic,teacher
337,総合商社,給与,同期間での給与格差がほとんどなく、公平感のある報酬体系が職場全体の雰囲気を良くしていると感じます。,positive,synthetic,teacher
338,総合商社,給与,賞与が年2回しっかり支給され、夏冬ともに納得のいく金額をいただけています。,positive,synthetic,teacher
339,総合商社,給与,年収は業界内でもトップクラスで、入社数年でも同世代と比べてかなり高い水準を実感できる。,positive,synthetic,teacher
340,総合商社,給与,夏冬のボーナスが期待以上に手厚く、頑張りが給与にしっかり反映される仕組みに納得感がある。,positive,synthetic,teacher
341,総合商社,給与,激務の割に基本給が低く、残業代もほとんど出ないため、同期の外資系と比べると手取りの差に毎月がっかりする。,negative,synthetic,teacher
342,総合商社,給与,年功序列の昇給制度が色濃く残っており、若いうちはどれだけ成果を出しても給与にまったく反映されない。,negative,synthetic,teacher
343,総合商社,給与,海外赴任中の手当が思ったより少なく、現地の生活費を考えると実質的な収入はむしろ下がった気がする。,negative,synthetic,teacher
344,総合商社,給与,ボーナスは業績連動と説明されるが個人の貢献度はほぼ無視され、毎年ほぼ横ばいの支給額に不満が募る。,negative,synthetic,teacher
345,総合商社,給与,残業が当たり前の文化なのに、みなし残業の範囲内として追加の残業代が一切支払われないのは納得しがたい。,negative,synthetic,teacher
346,総合商社,給与,入社数年は薄給が続くとは聞いていたが、物価の高い都市での生活を考えると正直かなりきつい水準だ。,negative,synthetic,teacher
347,総合商社,給与,部門によって給与水準にかなりの開きがあり、花形部署以外に配属されると報酬面で明らかに損をしている感覚がある。,negative,synthetic,teacher
348,総合商社,給与,給与体系が不透明で、同期と数万円の差がついている理由を人事に尋ねても、明確な説明を一度ももらえていない。,negative,synthetic,teacher
349,総合商社,給与,残業が常態化しているわりに基本給は思ったほど高くなく、ボーナスも部署や年次で格差が大きいため、将来の見通しが立てづらい。,negative,synthetic,teacher
350,総合商社,給与,年功序列の色が強く、成果を出しても給与への反映が遅すぎる点が入社後に最も失望したところだった。,negative,synthetic,teacher
351,総合商社,給与,給与水準は業界平均と比べると悪くはないが、業務量を考えると割に合っているかどうか微妙なところだ。,neutral,synthetic,teacher
352,総合商社,給与,ボーナスは業績によって上下するため、安定した生活設計が立てにくいと感じることもある。,neutral,synthetic,teacher
353,総合商社,給与,入社数年は年功序列の恩恵を実感しにくく、頑張りが即給与に反映されるわけでもないのが正直なところ。,neutral,synthetic,teacher
354,総合商社,給与,海外赴任中は各種手当がつき収入は増えるが、国内勤務に戻ると一気に下がる落差がある。,neutral,synthetic,teacher
355,総合商社,給与,部門ごとに収益貢献度が異なるため、同じ会社でも給与に差が生じるらしく、一概に高いとも低いとも言いにくい。,neutral,synthetic,teacher
356,総合商社,給与,基本給は思ったほど高くないが、賞与や各種手当を含めると年収としてはそれなりの水準にはなる。,neutral,synthetic,teacher
357,総合商社,給与,商社というイメージほど給与が飛び抜けて高いわけではなく、外資系や金融と比べると見劣りする場面もある。,neutral,synthetic,teacher
358,総合商社,給与,年次を重ねれば着実に上がっていくものの、それが成果によるものか年齢によるものか判断しにくい給与体系だと感じる。,neutral,synthetic,teacher
359,総合商社,給与,基本給は業界水準と比べて悪くはないが、残業代込みで考えると割に合っているのかどうか正直判断しかねる。,neutral,synthetic,teacher
360,総合商社,給与,年功序列の色が強く、若手のうちは同期と大差ない給与水準が続くため、実力次第で上がるとも一概には言えない。,neutral,synthetic,teacher
361,総合商社,成長,入社3年で海外プロジェクトのリーダーを任され、商社ならではのスピード感で自分の成長を実感できた。,positive,synthetic,teacher
362,総合商社,成長,扱う事業領域が幅広いため、金融・物流・資源と様々な分野の知識が自然と身につき、視野が大きく広がった。,positive,synthetic,teacher
363,総合商社,成長,若手のうちから億単位の取引に携わる機会があり、プレッシャーはあるが確実にビジネス感覚が鍛えられる。,positive,synthetic,teacher
364,総合商社,成長,ローテーション制度のおかげで異なる部署を経験でき、一つの業界に縛られない幅広いスキルが磨かれた。,positive,synthetic,teacher
365,総合商社,成長,海外赴任を経て、語学力だけでなく異文化コミュニケーション能力も格段に向上したと感じている。,positive,synthetic,teacher
366,総合商社,成長,上司や先輩が積極的に仕事を任せてくれる文化があり、失敗を恐れずチャレンジできる環境が成長を後押しした。,positive,synthetic,teacher
367,総合商社,成長,多様なステークホルダーと交渉する機会が多く、入社数年で交渉力・判断力が著しく伸びたと実感している。,positive,synthetic,teacher
368,総合商社,成長,新規事業の立ち上げに若手から参画できる機会があり、経営視点を早い段階で身につけられる点が魅力だ。,positive,synthetic,teacher
369,総合商社,成長,海外赴任や異業種プロジェクトへの参加機会が多く、入社数年で視野が一気に広がった。,positive,synthetic,teacher
370,総合商社,成長,若手でも大型案件の交渉に関わらせてもらえる環境で、実務を通じて着実にスキルが身につく。,positive,synthetic,teacher
371,総合商社,成長,入社後数年は雑務ばかりで、自分のスキルが一切伸びている実感が持てなかった。,negative,synthetic,teacher
372,総合商社,成長,年功序列の文化が根強く、若手が主体的に動ける案件はほとんど回ってこない。,negative,synthetic,teacher
373,総合商社,成長,ローテーションが頻繁すぎて、どの分野も中途半端にしか学べないまま異動になる。,negative,synthetic,teacher
374,総合商社,成長,上司の承認を取るだけで時間が消える。自分で考えて判断する機会がほぼない環境だった。,negative,synthetic,teacher
375,総合商社,成長,成長できると聞いて入ったが、実態は書類処理と調整業務が中心で専門性は身につかなかった。,negative,synthetic,teacher
376,総合商社,成長,社内の人間関係構築ばかりが評価され、業務スキルを磨く努力が報われないと感じた。,negative,synthetic,teacher
377,総合商社,成長,大きなプロジェクトには関われるが、若手は端の作業しか任せてもらえず経験値が積めない。,negative,synthetic,teacher
378,総合商社,成長,海外赴任を期待して入社したが、実際に機会が来るまでに10年近くかかると知り落胆した。,negative,synthetic,teacher
379,総合商社,成長,配属先の部署や先輩によってスキルアップの機会に大きな差があり、自分のキャリアを計画的に築くのが難しいと感じた。,negative,synthetic,teacher
380,総合商社,成長,ローテーションの間隔が長すぎて、専門性が身につく前に異動になることも多く、成長の実感が薄いまま年数だけが過ぎていく。,negative,synthetic,teacher
381,総合商社,成長,扱う事業領域が広すぎて、何か一つの専門性を深められているのか疑問に感じることもある。,neutral,synthetic,teacher
382,総合商社,成長,異動のたびに新しい知識を求められるのは刺激的だが、積み上げてきたものがリセットされる感覚もある。,neutral,synthetic,teacher
383,総合商社,成長,プロジェクト規模は大きく視野は広がるが、その分自分の貢献がどこにあるのか見えにくい。,neutral,synthetic,teacher
384,総合商社,成長,成長できているかどうかは、配属先の運に左右される部分が少なくない。,neutral,synthetic,teacher
385,総合商社,成長,語学力やビジネススキルは確実に伸びるが、自分が目指すキャリアと合っているかは別の話だ。,neutral,synthetic,teacher
386,総合商社,成長,若手のうちから大きな裁量を与えられる場面もあれば、ただ調整役に徹する時期もあり、成長の実感は波がある。,neutral,synthetic,teacher
387,総合商社,成長,上司によって育て方が大きく変わるため、成長速度は自分の努力だけでは決まらない。,neutral,synthetic,teacher
388,総合商社,成長,幅広い経験は積めるが、それが自分の市場価値向上につながるかは、個人の意識次第だと感じる。,neutral,synthetic,teacher
